uZuh51lXu7tsrC8RAwkg1A,36.1257322229,-115.1676084101,2010,4.2,5
CsLQLiRoafpJPJSkNX2h5Q,35.194894,-80.767442,2010,2.5,2
fnZrZlqW1Z8iWgTVDfv_MA,36.0997379,-115.3015683,2010,4.666666666666667,3
xFc50drSPxXkcLvX5ygqrg,33.6403912,-112.1870284,2010,5.0,1
-qjn24n8HYF6It9GQrQntw,35.33807,-80.757397,2010,4.0,2
Ga2Bt7xfqoggTypWD5VpoQ,33.393199,-111.97627,2010,3.0,1
j9bWpCRwpDVfwVT_V85qeA,33.4237052,-111.7728895,2010,3.4285714285714284,7
a6d7UcYnRvbr4t-THg4pSQ,41.4818903,-81.8361428,2010,3.625,8
W7hCuNdn2gzehta6eSHzgQ,33.4145065,-111.9237207,2010,1.6,5
8nP8ghEpT6WFcM6tfqAaGA,33.4937754,-111.9259331,2010,3.735294117647059,34
MTx-Zdl_KcU_z9G832XAjg,36.3074953,-115.2790587,2010,3.0,1
39lLJK_rrYY2NYomSsQdUA,41.4657893,-81.5063487,2010,2.5,2
kQknjbOvtPmS3NVm-RhcdQ,35.171415,-80.806797,2010,4.0,4
ydE2SjvSd9_NMoEBAE2PuA,33.4217581,-111.9397605,2010,4.333333333333333,6
3YjPlOX3VHzKguHetiR_3g,33.5794609,-111.9261458,2010,2.0,1
OGVHlFHSXjHuioOvm1wVqg,40.4963807,-80.065479,2010,4.0,1
goar7zF4G0LdsQ1Y4KS3Iw,40.4198992597,-80.0300516362,2010,4.75,4
W-5cdzVAeRv0EtAeed4tqw,33.567452,-112.073536,2010,3.5,4
-LfTBo0oa_uD454ScEW2XA,40.1181331448,-88.242899908,2010,3.0,3
GDf1SI_SnW93_lJN__egrQ,40.3871383,-80.094068,2010,3.5,2
LI-uxZLODzG5ccYIXDHCCQ,36.0217234764,-115.0898049027,2010,3.0,1
D-RQsQjEVI_w-KC7iDJd5Q,35.2154777,-80.8285213,2010,4.5,6
CfwrsG76Wm4iLS22v_wAcg,41.3859494817,-81.7681127787,2010,3.0,1
grZ6FnfZoj1pQWElAQve3g,40.4002348,-80.0241271,2010,2.3333333333333335,3
Q8bVGabFAYCHA9gi2q2YUA,36.003464,-115.117693,2010,2.4285714285714284,7
eCJDiRPoSuA0bsb7F1gNUA,33.6117852,-112.1105198,2010,4.5,2
ZsKWULhwwB61RHzCrb1i9A,36.080542,-115.146459,2010,3.0,5
a_E-rLe2zcyX-X4FKhWWRg,33.466146,-112.119726,2010,5.0,1
1YC7AbQMlNb5mLUlwwaa3w,40.4556962,-79.9308834,2010,3.5,6
ccQhq9pSd_5wj1yMwiM7iA,33.5091348,-112.0867893,2010,1.0,1
NFm869_w6cvVaWaNpAzjeA,35.2202754,-80.8133228,2010,4.0285714285714285,35
JQWIZ8MT-VGZzO5W5XCB5Q,35.2125167,-80.8277877,2010,3.4444444444444446,9
4GNI7HWuzQkkPmPsgHxOtw,33.450123,-111.719349,2010,3.6666666666666665,3
tpB9UQNi4xaec7jdZqh9cg,35.19508,-80.825792,2010,4.0,5
wRFVfqbMZYsApIIiKn7DcQ,33.393234,-111.8620014,2010,2.6666666666666665,3
Ra5fI9BEAuWWaLJSfkiCiQ,41.4756378,-81.9247952,2010,4.0,1
bV_xC1dzOhN_y4YEd4h02g,36.0732730942,-114.9532648749,2010,4.0,1
wiPtQK7_QAkUUMQtyiaUNg,35.3481546,-80.8519109,2010,2.5,4
qC9ivAdl47BcZdlbW7ffLg,35.0337857,-80.8046401,2010,3.375,8
TP6hgLCNGkqjFne9nCfaiA,33.493947,-111.922301,2010,3.9473684210526314,19
ErxACeMyF4hSQyGhpEt4Tw,41.462942,-81.461824,2010,3.8,5
WUmosjOxt_8nWByHgm8Kkg,33.3174257,-111.9689702,2010,4.428571428571429,7
XSY26vVt9qvLh3SAECPzkg,35.4412526,-80.867226,2010,5.0,1
7LzhLKAwS7PHUvaPIW833A,41.4436519,-81.8581755,2010,1.0,1
CdpBVSkL2Pljj-yP0ihb_w,33.4927898356,-112.3325602233,2010,4.0,10
_8I19IRzDXmMSRES9cEGlw,33.3788501763,-112.165884617,2010,2.25,4
-iPc_YSSqvM1CpZxxeUTXw,33.321437,-111.9678058,2010,3.8333333333333335,6
ijNQXC2cBhbkf6iB6D8OJw,40.4388711,-80.0038533,2010,3.6666666666666665,3
oaqbLDW3wNqkynlnp4mvlw,36.0920061477,-115.1760053558,2010,3.3684210526315788,38
Wsb_rH2xNmMOdmzyb7eB7w,33.4481291,-112.0778758,2010,4.333333333333333,3
G1lB2bUf1MT1FZT8TBy62g,36.1958894,-115.060361,2010,4.0,1
nUxFpHdZ1TgHEuxSWkQ-OQ,35.2526211,-81.185932,2010,4.5,2
T0NKethAB-FFR05EeZCzuA,36.2842738306,-115.287330502,2010,3.0,2
7-OCdlOQQCHAqYDI_elK6Q,43.193692,-89.4611819,2010,2.5,2
sphMzEIqY1I2Dzv3zLZY2g,35.0858607085,-80.8904967384,2010,3.25,4
AS5SU_cEwM-IqmkF7USdQg,36.01658,-115.118684,2010,4.5,2
aSn4fgpq-3FDfvVG2bjv3A,36.1258562,-115.2225685712,2010,1.0,1
iiOpaR1Am7svS0SF_eBoOQ,35.1221472445,-80.6545551337,2010,3.0,1
